transaction_id,transaction_date,customer_id,product_id,store_id,quantity,unit_price,discount_amount,gross_sales,net_sales,unit_cost,cost_amount,profit_amount,gross_margin_pct,payment_method,sales_channel,category,source_row_id,unit_price_raw,customer_id_raw,product_id_raw,store_id_raw,review_reason
T107443,2025-12-07 00:00:00.000000,C04217,P0126,S016,4,3479.62,0.0,13918.48,13918.48,2311.58,9246.32,4672.16,33.57,Card,Store,Electronics,120318,,,,,Manual/source-system review required
T087479,2025-06-16 00:00:00.000000,C01174,P0214,S012,1,2825.6,0.0,2825.6,2825.6,2403.75,2403.75,421.85,14.93,STC Pay,E-commerce,Fashion,120319,,,,,Manual/source-system review required
T105081,2024-11-28 00:00:00.000000,C04343,P0057,S004,4,1127.44,225.49,4509.76,4284.27,964.43,3857.72,426.55,9.96,Card,Store,Home & Living,120320,,,,,Manual/source-system review required
T104662,2025-12-06 00:00:00.000000,C02384,P0428,S016,2,2388.94,238.89,4777.88,4538.99,2082.64,4165.28,373.71,8.23,Apple Pay,Store,Sports,120321,,,,,Manual/source-system review required
T088549,2024-03-04 00:00:00.000000,C01544,P0170,S005,6,505.22,0.0,3031.32,3031.32,433.7,2602.2,429.12,14.16,Mada,Store,Electronics,120322,,,,,Manual/source-system review required
T001388,2024-12-18 00:00:00.000000,C04291,P0230,S004,1,1026.3,51.32,1026.3,974.98,805.78,805.78,169.2,17.35,Mada,E-commerce,Fashion,120323,,,,,Manual/source-system review required
T049882,2025-04-09 00:00:00.000000,C03362,P0046,S002,3,3904.49,585.67,11713.47,11127.8,2921.52,8764.56,2363.24,21.24,Cash,Store,Sports,120324,,,,,Manual/source-system review required
T065395,2024-11-22 00:00:00.000000,C01366,P0099,S018,2,4629.81,462.98,9259.62,8796.64,2923.26,5846.52,2950.12,33.54,Card,Store,Beauty,120325,,,,,Manual/source-system review required
T100286,2025-06-01 00:00:00.000000,C04846,P0384,S011,3,2938.36,0.0,8815.08,8815.08,1906.79,5720.37,3094.71,35.11,Apple Pay,E-commerce,Beauty,120326,,,,,Manual/source-system review required
T071517,2024-08-29 00:00:00.000000,C04126,P0500,S020,4,167.83,0.0,671.32,671.32,128.14,512.56,158.76,23.65,Mada,Store,Beauty,120327,,,,,Manual/source-system review required
T049313,2025-07-02 00:00:00.000000,C02440,P0387,S019,4,2185.47,0.0,8741.88,8741.88,1678.78,6715.12,2026.76,23.18,Apple Pay,E-commerce,Fashion,120328,,,,,Manual/source-system review required
T089613,2024-08-06 00:00:00.000000,C03091,P0304,S012,5,934.81,934.81,4674.05,3739.24,617.07,3085.35,653.89,17.49,Apple Pay,Store,Sports,120329,,,,,Manual/source-system review required
T014806,2024-07-26 00:00:00.000000,C01441,P0475,S011,2,3458.66,0.0,6917.32,6917.32,2280.86,4561.72,2355.6,34.05,Mada,E-commerce,Sports,120330,,,,,Manual/source-system review required
T096795,2025-10-18 00:00:00.000000,C04442,P0055,S011,3,1332.03,0.0,3996.09,3996.09,1123.07,3369.21,626.88,15.69,Card,Store,Sports,120331,,,,,Manual/source-system review required
T030401,2024-03-31 00:00:00.000000,C03949,P0181,S020,1,2274.92,113.75,2274.92,2161.17,1637.69,1637.69,523.48,24.22,Apple Pay,Store,Fashion,120332,,,,,Manual/source-system review required
T052460,2024-11-17 00:00:00.000000,C02576,P0489,S006,4,493.89,98.78,1975.56,1876.78,372.64,1490.56,386.22,20.58,Card,Store,Home Appliances,120333,,,,,Manual/source-system review required
T042498,2024-05-18 00:00:00.000000,C01104,P0457,S019,4,2486.41,0.0,9945.64,9945.64,1755.62,7022.48,2923.16,29.39,STC Pay,Store,Electronics,120334,,,,,Manual/source-system review required
T007330,2024-06-21 00:00:00.000000,C02831,P0164,S010,1,1340.82,0.0,1340.82,1340.82,854.34,854.34,486.48,36.28,Cash,Store,Sports,120335,,,,,Manual/source-system review required
T037201,2024-10-06 00:00:00.000000,C01338,P0157,S015,4,2728.53,1091.41,10914.12,9822.71,1944.83,7779.32,2043.39,20.8,Cash,Store,Home Appliances,120336,,,,,Manual/source-system review required
T007697,2025-10-25 00:00:00.000000,C01412,P0130,S004,2,2259.98,452.0,4519.96,4067.96,1570.52,3141.04,926.92,22.79,Card,E-commerce,Home Appliances,120337,,,,,Manual/source-system review required
T053322,2025-08-16 00:00:00.000000,C04125,P0472,S012,2,3538.6,0.0,7077.2,7077.2,2232.2,4464.4,2612.8,36.92,Apple Pay,Store,Beauty,120338,,,,,Manual/source-system review required
T017214,2024-02-17 00:00:00.000000,C03123,P0072,S009,3,2720.68,408.1,8162.04,7753.94,2094.0,6282.0,1471.94,18.98,Apple Pay,Store,Home & Living,120339,,,,,Manual/source-system review required
T038432,2024-03-31 00:00:00.000000,C03724,P0450,S016,4,4252.54,0.0,17010.16,17010.16,2828.1,11312.4,5697.76,33.5,Cash,E-commerce,Beauty,120340,,,,,Manual/source-system review required
T081292,2024-07-05 00:00:00.000000,C00935,P0289,S019,4,1286.4,257.28,5145.6,4888.32,1142.55,4570.2,318.12,6.51,Apple Pay,Store,Grocery,120341,,,,,Manual/source-system review required
T054898,2024-05-10 00:00:00.000000,C04849,P0420,S016,2,727.93,72.79,1455.86,1383.07,541.02,1082.04,301.03,21.77,Apple Pay,Store,Sports,120342,,,,,Manual/source-system review required
T094546,2024-02-28 00:00:00.000000,C03479,P0051,S018,1,1812.51,90.63,1812.51,1721.88,1191.43,1191.43,530.45,30.81,Card,Store,Home & Living,120343,,,,,Manual/source-system review required
T095441,2025-09-04 00:00:00.000000,C02076,P0214,S001,2,2969.15,1187.66,5938.3,4750.64,2403.75,4807.5,-56.86,-1.2,Mada,Store,Fashion,120344,,,,,Manual/source-system review required
T018821,2024-03-17 00:00:00.000000,C04021,P0373,S006,3,2487.35,746.2,7462.05,6715.85,1748.91,5246.73,1469.12,21.88,Card,Store,Home Appliances,120345,,,,,Manual/source-system review required
T079098,2025-05-25 00:00:00.000000,C03049,P0430,S005,2,2107.55,210.76,4215.1,4004.34,1590.58,3181.16,823.18,20.56,Card,E-commerce,Home & Living,120346,,,,,Manual/source-system review required
T059207,2024-02-27 00:00:00.000000,C00332,P0481,S002,3,2240.09,672.03,6720.27,6048.24,1934.13,5802.39,245.85,4.06,Cash,Store,Home Appliances,120347,,,,,Manual/source-system review required
T088168,2025-09-13 00:00:00.000000,C02100,P0162,S015,3,4101.38,0.0,12304.14,12304.14,2599.21,7797.63,4506.51,36.63,Cash,Store,Home & Living,120348,,,,,Manual/source-system review required
T014626,2024-03-11 00:00:00.000000,C04134,P0386,S018,1,1843.21,0.0,1843.21,1843.21,1244.86,1244.86,598.35,32.46,Cash,Store,Fashion,120349,,,,,Manual/source-system review required
T107359,2025-02-23 00:00:00.000000,C00562,P0103,S008,3,649.92,97.49,1949.76,1852.27,456.88,1370.64,481.63,26.0,Card,Store,Grocery,120350,,,,,Manual/source-system review required
T019738,2024-07-18 00:00:00.000000,C03885,P0293,S015,3,2472.22,370.83,7416.66,7045.83,2130.35,6391.05,654.78,9.29,Mada,Store,Electronics,120351,,,,,Manual/source-system review required
T067373,2024-07-26 00:00:00.000000,C03890,P0496,S011,2,391.27,0.0,782.54,782.54,260.19,520.38,262.16,33.5,Cash,E-commerce,Electronics,120352,,,,,Manual/source-system review required
T032074,2025-02-04 00:00:00.000000,C03634,P0369,S019,4,860.89,0.0,3443.56,3443.56,697.26,2789.04,654.52,19.01,Mada,Store,Grocery,120353,,,,,Manual/source-system review required
T087544,2024-09-12 00:00:00.000000,C03132,P0214,S019,3,3014.32,904.3,9042.96,8138.66,2403.75,7211.25,927.41,11.4,Apple Pay,Store,Fashion,120354,,,,,Manual/source-system review required
T067532,2024-04-22 00:00:00.000000,C03860,P0009,S017,3,3166.76,0.0,9500.28,9500.28,2247.01,6741.03,2759.25,29.04,Apple Pay,Store,Fashion,120355,,,,,Manual/source-system review required
T021885,2024-06-01 00:00:00.000000,C03388,P0155,S009,4,2726.77,0.0,10907.08,10907.08,1760.91,7043.64,3863.44,35.42,Card,Store,Beauty,120356,,,,,Manual/source-system review required
T076987,2025-03-16 00:00:00.000000,C03130,P0089,S002,3,183.98,0.0,551.94,551.94,136.78,410.34,141.6,25.65,Mada,Store,Grocery,120357,,,,,Manual/source-system review required
T057816,2025-06-16 00:00:00.000000,C00792,P0244,S016,2,2741.45,0.0,5482.9,5482.9,2077.87,4155.74,1327.16,24.21,Mada,E-commerce,Grocery,120358,,,,,Manual/source-system review required
T116168,2024-04-11 00:00:00.000000,C02223,P0233,S003,2,3591.09,718.22,7182.18,6463.96,2876.71,5753.42,710.54,10.99,Mada,Store,Sports,120359,,,,,Manual/source-system review required
T104315,2025-08-05 00:00:00.000000,C01897,P0128,S020,3,2199.58,0.0,6598.74,6598.74,1826.4,5479.2,1119.54,16.97,Apple Pay,Store,Electronics,120360,,,,,Manual/source-system review required
T006813,2025-05-31 00:00:00.000000,C01438,P0106,S006,5,2696.06,674.02,13480.3,12806.28,2121.15,10605.75,2200.53,17.18,Card,Store,Grocery,120361,,,,,Manual/source-system review required
T020474,2024-10-16 00:00:00.000000,C03857,P0082,S008,4,134.64,0.0,538.56,538.56,99.0,396.0,142.56,26.47,Cash,Store,Sports,120362,,,,,Manual/source-system review required
T049025,2024-11-25 00:00:00.000000,C00237,P0255,S018,3,2790.38,418.56,8371.14,7952.58,1885.16,5655.48,2297.1,28.88,Mada,Store,Home & Living,120363,,,,,Manual/source-system review required
T051763,2024-09-11 00:00:00.000000,C00894,P0222,S002,3,3099.9,464.99,9299.7,8834.71,2585.98,7757.94,1076.77,12.19,Cash,Store,Home Appliances,120364,,,,,Manual/source-system review required
T064572,2025-09-11 00:00:00.000000,C00931,P0478,S012,1,2258.87,112.94,2258.87,2145.93,1787.27,1787.27,358.66,16.71,Card,Store,Fashion,120365,,,,,Manual/source-system review required
T024411,2025-01-06 00:00:00.000000,C03313,P0147,S013,1,3490.36,174.52,3490.36,3315.84,2422.48,2422.48,893.36,26.94,Mada,E-commerce,Grocery,120366,,,,,Manual/source-system review required
T041695,2025-04-23 00:00:00.000000,C04966,P0051,S013,5,1760.1,1320.08,8800.5,7480.42,1191.43,5957.15,1523.27,20.36,STC Pay,Store,Home & Living,120367,,,,,Manual/source-system review required
T040027,2025-06-10 00:00:00.000000,C04211,P0175,S006,2,3280.6,328.06,6561.2,6233.14,2256.5,4513.0,1720.14,27.6,Card,Store,Fashion,120368,,,,,Manual/source-system review required
T073039,2025-08-05 00:00:00.000000,C02799,P0204,S014,5,86.06,21.52,430.3,408.78,59.02,295.1,113.68,27.81,Cash,Store,Beauty,120369,,,,,Manual/source-system review required
T109241,2025-09-18 00:00:00.000000,C04005,P0081,S012,2,2964.4,296.44,5928.8,5632.36,2058.21,4116.42,1515.94,26.91,Cash,E-commerce,Electronics,120370,,,,,Manual/source-system review required
T042339,2025-08-01 00:00:00.000000,C02164,P0407,S002,2,2582.46,516.49,5164.92,4648.43,1629.07,3258.14,1390.29,29.91,Mada,Store,Home & Living,120371,,,,,Manual/source-system review required
T040197,2025-03-04 00:00:00.000000,C00755,P0125,S010,3,2328.94,0.0,6986.82,6986.82,1612.35,4837.05,2149.77,30.77,Apple Pay,Store,Home Appliances,120372,,,,,Manual/source-system review required
T019241,2025-05-09 00:00:00.000000,C00106,P0221,S006,2,1207.96,120.8,2415.92,2295.12,818.83,1637.66,657.46,28.65,Mada,E-commerce,Electronics,120373,,,,,Manual/source-system review required
T058209,2025-07-24 00:00:00.000000,C04241,P0252,S002,6,2213.79,1992.41,13282.74,11290.33,1690.82,10144.92,1145.41,10.15,Card,Store,Grocery,120374,,,,,Manual/source-system review required
T048059,2024-05-03 00:00:00.000000,C03232,P0040,S003,3,2907.05,1308.17,8721.15,7412.98,1986.75,5960.25,1452.73,19.6,STC Pay,E-commerce,Fashion,120375,,,,,Manual/source-system review required
T013023,2024-07-15 00:00:00.000000,C02360,P0204,S004,1,81.38,0.0,81.38,81.38,59.02,59.02,22.36,27.48,Apple Pay,Store,Beauty,120376,,,,,Manual/source-system review required
T110866,2025-11-18 00:00:00.000000,C01477,P0135,S009,2,2143.75,0.0,4287.5,4287.5,1651.39,3302.78,984.72,22.97,Mada,E-commerce,Grocery,120377,,,,,Manual/source-system review required
T066358,2025-04-01 00:00:00.000000,C03474,P0031,S010,4,879.98,176.0,3519.92,3343.92,733.89,2935.56,408.36,12.21,Card,Store,Home Appliances,120378,,,,,Manual/source-system review required
T048247,2025-11-01 00:00:00.000000,C00394,P0368,S016,2,1618.85,0.0,3237.7,3237.7,1177.9,2355.8,881.9,27.24,Cash,Store,Home Appliances,120379,,,,,Manual/source-system review required
T024954,2024-08-16 00:00:00.000000,C03874,P0456,S002,2,512.71,0.0,1025.42,1025.42,393.2,786.4,239.02,23.31,Apple Pay,Store,Grocery,120380,,,,,Manual/source-system review required
T070899,2024-02-21 00:00:00.000000,C04965,P0082,S019,4,139.38,0.0,557.52,557.52,99.0,396.0,161.52,28.97,Apple Pay,Store,Sports,120381,,,,,Manual/source-system review required
T066740,2025-06-24 00:00:00.000000,C01383,P0481,S017,2,2356.28,706.88,4712.56,4005.68,1934.13,3868.26,137.42,3.43,Card,Store,Home Appliances,120382,,,,,Manual/source-system review required
T119704,2024-04-22 00:00:00.000000,C04290,P0489,S013,1,496.34,0.0,496.34,496.34,372.64,372.64,123.7,24.92,Card,E-commerce,Home Appliances,120383,,,,,Manual/source-system review required
T119204,2024-09-07 00:00:00.000000,C02800,P0264,S016,1,2509.83,0.0,2509.83,2509.83,2045.35,2045.35,464.48,18.51,Card,Store,Fashion,120384,,,,,Manual/source-system review required
T093747,2024-02-06 00:00:00.000000,C02092,P0411,S001,1,4056.57,202.83,4056.57,3853.74,2812.13,2812.13,1041.61,27.03,Card,Store,Fashion,120385,,,,,Manual/source-system review required
T087296,2024-08-11 00:00:00.000000,C04119,P0399,S014,3,2401.06,0.0,7203.18,7203.18,2015.42,6046.26,1156.92,16.06,Apple Pay,Store,Beauty,120386,,,,,Manual/source-system review required
T109591,2025-02-13 00:00:00.000000,C00134,P0215,S006,3,3141.8,471.27,9425.4,8954.13,2168.02,6504.06,2450.07,27.36,Mada,E-commerce,Electronics,120387,,,,,Manual/source-system review required
T110403,2025-12-13 00:00:00.000000,C03509,P0404,S015,2,2012.54,0.0,4025.08,4025.08,1616.77,3233.54,791.54,19.67,Card,Store,Beauty,120388,,,,,Manual/source-system review required
T113561,2025-01-31 00:00:00.000000,C01424,P0070,S016,2,2621.24,0.0,5242.48,5242.48,2149.49,4298.98,943.5,18.0,Apple Pay,E-commerce,Home & Living,120389,,,,,Manual/source-system review required
T017568,2024-12-03 00:00:00.000000,C04137,P0243,S008,2,1519.3,151.93,3038.6,2886.67,957.5,1915.0,971.67,33.66,Card,Store,Electronics,120390,,,,,Manual/source-system review required
T100909,2024-04-17 00:00:00.000000,C01692,P0188,S004,1,2648.89,132.44,2648.89,2516.45,2320.21,2320.21,196.24,7.8,Apple Pay,Store,Home Appliances,120391,,,,,Manual/source-system review required
T054538,2024-06-12 00:00:00.000000,C03603,P0452,S013,4,363.96,0.0,1455.84,1455.84,266.2,1064.8,391.04,26.86,Apple Pay,Store,Fashion,120392,,,,,Manual/source-system review required
T066950,2025-01-20 00:00:00.000000,C01275,P0011,S018,3,738.26,0.0,2214.78,2214.78,612.17,1836.51,378.27,17.08,Apple Pay,E-commerce,Home Appliances,120393,,,,,Manual/source-system review required
T048338,2024-05-02 00:00:00.000000,C04506,P0388,S001,3,3247.13,0.0,9741.39,9741.39,2471.39,7414.17,2327.22,23.89,Apple Pay,Store,Electronics,120394,,,,,Manual/source-system review required
T009870,2024-11-15 00:00:00.000000,C00627,P0124,S010,4,1004.46,0.0,4017.84,4017.84,834.75,3339.0,678.84,16.9,Mada,Store,Fashion,120395,,,,,Manual/source-system review required
T081748,2024-10-05 00:00:00.000000,C04986,P0110,S004,7,2076.82,2907.55,14537.74,11630.19,1594.54,11161.78,468.41,4.03,Mada,E-commerce,Grocery,120396,,,,,Manual/source-system review required
T026585,2025-03-31 00:00:00.000000,C03976,P0354,S001,4,1426.33,570.53,5705.32,5134.79,1041.11,4164.44,970.35,18.9,Card,Store,Sports,120397,,,,,Manual/source-system review required
T016579,2025-04-07 00:00:00.000000,C02586,P0108,S019,4,541.79,108.36,2167.16,2058.8,370.23,1480.92,577.88,28.07,STC Pay,Store,Home & Living,120398,,,,,Manual/source-system review required
T013431,2024-12-17 00:00:00.000000,C03717,P0056,S011,3,4311.87,0.0,12935.61,12935.61,2891.59,8674.77,4260.84,32.94,Cash,Store,Grocery,120399,,,,,Manual/source-system review required
T012809,2024-06-22 00:00:00.000000,C04681,P0166,S012,3,507.85,76.18,1523.55,1447.37,362.21,1086.63,360.74,24.92,Mada,Store,Home & Living,120400,,,,,Manual/source-system review required
T010006,2024-01-02 00:00:00.000000,C04667,P0475,S003,4,3340.48,668.1,13361.92,12693.82,2280.86,9123.44,3570.38,28.13,Card,Store,Sports,120401,,,,,Manual/source-system review required
T096611,2024-05-06 00:00:00.000000,C01833,P0229,S007,7,3115.98,1090.59,21811.86,20721.27,2492.63,17448.41,3272.86,15.79,Card,Store,Home Appliances,120402,,,,,Manual/source-system review required
T003924,2025-10-15 00:00:00.000000,C02547,P0330,S006,2,1584.82,158.48,3169.64,3011.16,1221.72,2443.44,567.72,18.85,Apple Pay,Store,Electronics,120403,,,,,Manual/source-system review required
T052896,2024-11-20 00:00:00.000000,C00525,P0390,S001,2,1093.74,218.75,2187.48,1968.73,721.0,1442.0,526.73,26.75,STC Pay,Store,Grocery,120404,,,,,Manual/source-system review required
T117448,2024-05-07 00:00:00.000000,C02051,P0226,S015,2,4145.61,829.12,8291.22,7462.1,2508.09,5016.18,2445.92,32.78,Mada,Store,Fashion,120405,,,,,Manual/source-system review required
T042561,2024-11-09 00:00:00.000000,C02349,P0273,S004,5,2873.88,0.0,14369.4,14369.4,1876.35,9381.75,4987.65,34.71,Mada,Store,Electronics,120406,,,,,Manual/source-system review required
T105594,2024-12-01 00:00:00.000000,C03970,P0166,S007,2,522.89,156.87,1045.78,888.91,362.21,724.42,164.49,18.5,Mada,Store,Home & Living,120407,,,,,Manual/source-system review required
T083972,2025-12-09 00:00:00.000000,C04053,P0098,S003,4,3722.61,0.0,14890.44,14890.44,2378.91,9515.64,5374.8,36.1,STC Pay,Store,Home & Living,120408,,,,,Manual/source-system review required
T054264,2024-01-09 00:00:00.000000,C01012,P9268,S016,4,1500.81,600.32,6003.24,5402.92,1018.89,4075.56,1327.36,24.57,Mada,Store,,120409,,,,,Manual/source-system review required
T090700,2024-11-30 00:00:00.000000,C00196,P0009,S004,2,3151.96,315.2,6303.92,5988.72,2247.01,4494.02,1494.7,24.96,Card,E-commerce,Fashion,120410,,,,,Manual/source-system review required
T116889,2024-07-12 00:00:00.000000,C01812,P0375,S020,2,2058.42,0.0,4116.84,4116.84,1303.97,2607.94,1508.9,36.65,Cash,E-commerce,Beauty,120411,,,,,Manual/source-system review required
T057502,2024-02-13 00:00:00.000000,C00627,P0201,S017,3,1944.73,0.0,5834.19,5834.19,1407.79,4223.37,1610.82,27.61,Cash,Store,Beauty,120412,,,,,Manual/source-system review required
T080076,2024-08-04 00:00:00.000000,C00850,P0349,S020,2,857.2,85.72,1714.4,1628.68,708.77,1417.54,211.14,12.96,Apple Pay,Store,Electronics,120413,,,,,Manual/source-system review required
T110474,2024-04-10 00:00:00.000000,C02801,P0364,S007,3,2917.73,0.0,8753.19,8753.19,1958.52,5875.56,2877.63,32.88,Mada,E-commerce,Fashion,120414,,,,,Manual/source-system review required
T086465,2025-10-29 00:00:00.000000,C03918,P0131,S005,2,2393.64,239.36,4787.28,4547.92,1664.68,3329.36,1218.56,26.79,STC Pay,Store,Grocery,120415,,,,,Manual/source-system review required
T114560,2024-09-21 00:00:00.000000,C02436,P0471,S018,3,1880.02,0.0,5640.06,5640.06,1216.45,3649.35,1990.71,35.3,Cash,Store,Electronics,120416,,,,,Manual/source-system review required
T090260,2024-09-30 00:00:00.000000,C02397,P0109,S013,2,923.34,277.0,1846.68,1569.68,727.77,1455.54,114.14,7.27,Card,Store,Electronics,120417,,,,,Manual/source-system review required
T032565,2024-12-17 00:00:00.000000,,P0249,S011,6,1362.26,817.36,8173.56,7356.2,906.1,5436.6,1919.6,26.09,Mada,E-commerce,Home Appliances,120418,,,,,Manual/source-system review required
T025372,2024-08-23 00:00:00.000000,C02935,P0070,S013,2,2526.41,1010.56,5052.82,4042.26,2149.49,4298.98,-256.72,-6.35,Card,Store,Home & Living,120419,,,,,Manual/source-system review required
T077952,2024-01-19 00:00:00.000000,C00517,P0177,S005,3,2521.91,1134.86,7565.73,6430.87,1773.15,5319.45,1111.42,17.28,Card,Store,Electronics,120420,,,,,Manual/source-system review required
T035589,2025-06-01 00:00:00.000000,C00225,P0020,S004,1,823.85,41.19,823.85,782.66,701.82,701.82,80.84,10.33,Card,Store,Home Appliances,120421,,,,,Manual/source-system review required
T078776,2025-01-10 00:00:00.000000,C02954,P0021,S018,3,4301.22,0.0,12903.66,12903.66,2790.5,8371.5,4532.16,35.12,Mada,Store,Grocery,120422,,,,,Manual/source-system review required
T078076,2024-09-27 00:00:00.000000,C02591,P0080,S010,1,1659.02,0.0,1659.02,1659.02,1136.35,1136.35,522.67,31.5,STC Pay,Store,Electronics,120423,,,,,Manual/source-system review required
T066614,2024-03-29 00:00:00.000000,C03344,P0409,S001,5,1815.59,907.8,9077.95,8170.15,1530.38,7651.9,518.25,6.34,Card,Store,Electronics,120424,,,,,Manual/source-system review required
T093971,2025-11-07 00:00:00.000000,C03659,P0468,S016,4,3117.5,1247.0,12470.0,11223.0,2072.88,8291.52,2931.48,26.12,Cash,E-commerce,Home & Living,120425,,,,,Manual/source-system review required
T021786,2025-10-31 00:00:00.000000,C02946,P0224,S012,4,747.58,149.52,2990.32,2840.8,562.68,2250.72,590.08,20.77,Mada,E-commerce,Sports,120426,,,,,Manual/source-system review required
T077309,2025-03-06 00:00:00.000000,C01668,P0051,S011,3,1792.73,0.0,5378.19,5378.19,1191.43,3574.29,1803.9,33.54,Apple Pay,Store,Home & Living,120427,,,,,Manual/source-system review required
T016265,2024-07-29 00:00:00.000000,C04866,P0003,S015,5,84.87,42.44,424.35,381.91,67.58,337.9,44.01,11.52,Apple Pay,Store,Grocery,120428,,,,,Manual/source-system review required
T082817,2024-05-17 00:00:00.000000,C01964,P0009,S020,1,3205.41,0.0,3205.41,3205.41,2247.01,2247.01,958.4,29.9,Card,Store,Fashion,120429,,,,,Manual/source-system review required
T012071,2024-05-15 00:00:00.000000,C03402,P0348,S008,1,467.53,46.75,467.53,420.78,353.52,353.52,67.26,15.98,STC Pay,Store,Sports,120430,,,,,Manual/source-system review required
T118484,2024-08-25 00:00:00.000000,C02961,P0119,S013,5,3677.37,0.0,18386.85,18386.85,2822.78,14113.9,4272.95,23.24,Card,Store,Sports,120431,,,,,Manual/source-system review required
T063960,2024-03-10 00:00:00.000000,C03001,P0245,S020,3,3412.89,0.0,10238.67,10238.67,2202.03,6606.09,3632.58,35.48,STC Pay,E-commerce,Beauty,120432,,,,,Manual/source-system review required
T106441,2025-02-18 00:00:00.000000,C04123,P0099,S009,3,4752.2,2851.32,14256.6,11405.28,2923.26,8769.78,2635.5,23.11,Card,E-commerce,Beauty,120433,,,,,Manual/source-system review required
T052725,2025-01-04 00:00:00.000000,C02783,P0382,S006,4,2091.29,0.0,8365.16,8365.16,1710.59,6842.36,1522.8,18.2,Mada,Store,Home Appliances,120434,,,,,Manual/source-system review required
T071372,2024-06-04 00:00:00.000000,C02216,P0308,S018,1,2751.83,0.0,2751.83,2751.83,1857.62,1857.62,894.21,32.5,Card,E-commerce,Beauty,120435,,,,,Manual/source-system review required
T001518,2025-05-13 00:00:00.000000,C02317,P0103,S002,1,653.47,32.67,653.47,620.8,456.88,456.88,163.92,26.4,Mada,Store,Grocery,120436,,,,,Manual/source-system review required
T065398,2024-06-23 00:00:00.000000,C00975,P0110,S018,3,2054.67,308.2,6164.01,5855.81,1594.54,4783.62,1072.19,18.31,Mada,Store,Grocery,120437,,,,,Manual/source-system review required
T064525,2025-07-27 00:00:00.000000,C03489,P0033,S013,3,1071.34,0.0,3214.02,3214.02,741.64,2224.92,989.1,30.77,Card,Store,Beauty,120438,,,,,Manual/source-system review required
T043691,2024-03-21 00:00:00.000000,C03446,P0460,S014,4,865.67,519.4,3462.68,2943.28,737.26,2949.04,-5.76,-0.2,Card,Store,Grocery,120439,,,,,Manual/source-system review required
T050406,2025-08-22 00:00:00.000000,C04570,P0127,S018,2,898.49,0.0,1796.98,1796.98,738.43,1476.86,320.12,17.81,STC Pay,Store,Fashion,120440,,,,,Manual/source-system review required
T063263,2025-12-10 00:00:00.000000,C00434,P0165,S008,4,2750.13,0.0,11000.52,11000.52,2138.64,8554.56,2445.96,22.23,Apple Pay,E-commerce,Home Appliances,120441,,,,,Manual/source-system review required
T113316,2025-12-22 00:00:00.000000,C01845,P0188,S018,1,2801.47,140.07,2801.47,2661.4,2320.21,2320.21,341.19,12.82,Cash,Store,Home Appliances,120442,,,,,Manual/source-system review required
T004473,2025-06-07 00:00:00.000000,C03613,P0482,S015,3,2560.22,768.07,7680.66,6912.59,2114.77,6344.31,568.28,8.22,Mada,E-commerce,Sports,120443,,,,,Manual/source-system review required
T098175,2025-11-21 00:00:00.000000,C02712,P0332,S006,2,3417.2,341.72,6834.4,6492.68,2211.34,4422.68,2070.0,31.88,STC Pay,Store,Home & Living,120444,,,,,Manual/source-system review required
T033943,2024-04-10 00:00:00.000000,C01345,P0207,S009,3,3437.31,0.0,10311.93,10311.93,2696.2,8088.6,2223.33,21.56,Mada,E-commerce,Grocery,120445,,,,,Manual/source-system review required
T038557,2024-11-03 00:00:00.000000,C04913,P0030,S018,4,3978.37,0.0,15913.48,15913.48,2930.31,11721.24,4192.24,26.34,Card,Store,Grocery,120446,,,,,Manual/source-system review required
T044146,2025-06-22 00:00:00.000000,C04493,P0428,S010,3,2370.76,0.0,7112.28,7112.28,2082.64,6247.92,864.36,12.15,Card,E-commerce,Sports,120447,,,,,Manual/source-system review required
T000714,2025-10-01 00:00:00.000000,C02794,P0408,S010,3,1174.8,0.0,3524.4,3524.4,786.0,2358.0,1166.4,33.09,Card,Store,Home & Living,120448,,,,,Manual/source-system review required
T085744,2024-11-12 00:00:00.000000,,P0398,S002,2,1552.42,0.0,3104.84,3104.84,1043.81,2087.62,1017.22,32.76,Card,Store,Fashion,120449,,,,,Manual/source-system review required
T103049,2024-10-08 00:00:00.000000,C04553,P0354,S002,1,1506.42,150.64,1506.42,1355.78,1041.11,1041.11,314.67,23.21,Mada,Store,Sports,120450,,,,,Manual/source-system review required
T041495,2024-10-15 00:00:00.000000,C00719,P0450,S011,3,4150.46,622.57,12451.38,11828.81,2828.1,8484.3,3344.51,28.27,Apple Pay,Store,Beauty,120451,,,,,Manual/source-system review required
T062296,2024-10-29 00:00:00.000000,C03574,P0252,S013,3,2335.57,0.0,7006.71,7006.71,1690.82,5072.46,1934.25,27.61,Cash,Store,Grocery,120452,,,,,Manual/source-system review required
T074821,2025-04-01 00:00:00.000000,C04965,P0167,S019,3,660.18,99.03,1980.54,1881.51,480.0,1440.0,441.51,23.47,Mada,Store,Home Appliances,120453,,,,,Manual/source-system review required
T087176,2024-08-03 00:00:00.000000,C04403,P0001,S009,3,3627.49,1632.37,10882.47,9250.1,2582.62,7747.86,1502.24,16.24,Card,Store,Home & Living,120454,,,,,Manual/source-system review required
T000116,2025-01-12 00:00:00.000000,C04209,P0241,S017,3,1603.57,962.14,4810.71,3848.57,1389.85,4169.55,-320.98,-8.34,Mada,Store,Beauty,120455,,,,,Manual/source-system review required
