transaction_id,transaction_date,customer_id,product_id,store_id,quantity,unit_price,discount_amount,gross_sales,net_sales,unit_cost,cost_amount,profit_amount,gross_margin_pct,payment_method,sales_channel,category,source_row_id,unit_price_raw,customer_id_raw,product_id_raw,store_id_raw
T064852,2025-08-09,C01311,P0111,S007,2,4479.0,895.8,8958.0,8062.2,2775.44,5550.88,2511.32,31.15,Card,Store,Beauty,64852,4479.0,C01311,P0111,S007
T064853,2024-07-05,C01962,P0495,S015,4,2146.25,0.0,8585.0,8585.0,1316.84,5267.36,3317.64,38.64,Card,E-commerce,Home Appliances,64853,2146.25,C01962,P0495,S015
T064854,2025-07-15,C00352,P0247,S018,3,242.34,145.4,727.02,581.62,173.76,521.28,60.34,10.37,Apple Pay,Store,Beauty,64854,242.34,C00352,P0247,S018
T064855,2024-06-05,C01272,P0158,S005,4,3153.85,630.77,12615.4,11984.63,2802.4,11209.6,775.03,6.47,Mada,Store,Beauty,64855,3153.85,C01272,P0158,S005
T064856,2025-03-14,C04056,P0045,S001,3,2950.31,442.55,8850.93,8408.38,2013.58,6040.74,2367.64,28.16,Apple Pay,Store,Fashion,64856,2950.31,C04056,P0045,S001
T064857,2025-08-23,C01053,P0389,S007,2,2788.74,278.87,5577.48,5298.61,2304.64,4609.28,689.33,13.01,Mada,E-commerce,Fashion,64857,2788.74,C01053,P0389,S007
T064858,2024-07-13,C02910,P0477,S019,3,1702.64,766.19,5107.92,4341.73,1168.42,3505.26,836.47,19.27,Card,E-commerce,Home Appliances,64858,1702.64,C02910,P0477,S019
T064859,2025-04-24,C04327,P0023,S020,2,3501.49,1050.45,7002.98,5952.53,2690.35,5380.7,571.83,9.61,Card,Store,Beauty,64859,3501.49,C04327,P0023,S020
T064860,2024-01-30,C00594,P0461,S010,4,4221.48,0.0,16885.92,16885.92,2977.4,11909.6,4976.32,29.47,Card,E-commerce,Grocery,64860,4221.48,C00594,P0461,S010
T064861,2025-02-07,C01290,P0450,S002,3,4076.95,1223.08,12230.85,11007.77,2828.1,8484.3,2523.47,22.92,Card,E-commerce,Beauty,64861,4076.95,C01290,P0450,S002
T064862,2024-03-07,C03917,P0292,S012,1,780.13,39.01,780.13,741.12,537.79,537.79,203.33,27.44,Mada,E-commerce,Home Appliances,64862,780.13,C03917,P0292,S012
T064863,2025-07-26,C02691,P0227,S017,5,3100.01,0.0,15500.05,15500.05,2055.89,10279.45,5220.6,33.68,Cash,Store,Beauty,64863,3100.01,C02691,P0227,S017
T064864,2024-10-26,C00420,P0403,S008,1,2684.75,0.0,2684.75,2684.75,1695.64,1695.64,989.11,36.84,Card,Store,Home & Living,64864,2684.75,C00420,P0403,S008
T064865,2025-07-21,C03431,P0457,S019,3,2638.04,0.0,7914.12,7914.12,1755.62,5266.86,2647.26,33.45,Card,E-commerce,Electronics,64865,2638.04,C03431,P0457,S019
T064866,2024-03-19,C04537,P0456,S016,2,542.86,108.57,1085.72,977.15,393.2,786.4,190.75,19.52,Card,Store,Grocery,64866,542.86,C04537,P0456,S016
T064867,2024-06-17,C03654,P0243,S014,1,1492.51,0.0,1492.51,1492.51,957.5,957.5,535.01,35.85,Card,E-commerce,Electronics,64867,1492.51,C03654,P0243,S014
T064868,2024-05-17,C01295,P0419,S002,6,2129.31,2555.17,12775.86,10220.69,1826.99,10961.94,-741.25,-7.25,Apple Pay,Store,Home & Living,64868,2129.31,C01295,P0419,S002
T064869,2024-01-15,C02981,P0091,S001,2,498.19,49.82,996.38,946.56,400.52,801.04,145.52,15.37,Apple Pay,E-commerce,Grocery,64869,498.19,C02981,P0091,S001
T064870,2025-08-27,C01940,P0139,S013,4,845.57,169.11,3382.28,3213.17,735.63,2942.52,270.65,8.42,Card,Store,Beauty,64870,845.57,C01940,P0139,S013
T064871,2025-11-23,C03860,P0426,S016,2,2292.04,0.0,4584.08,4584.08,1866.1,3732.2,851.88,18.58,STC Pay,E-commerce,Beauty,64871,2292.04,C03860,P0426,S016
T064872,2025-04-26,C02632,P0021,S015,2,4299.12,429.91,8598.24,8168.33,2790.5,5581.0,2587.33,31.68,Mada,Store,Grocery,64872,4299.12,C02632,P0021,S015
T064873,2024-02-20,C00090,P0240,S019,2,2906.83,581.37,5813.66,5232.29,2190.0,4380.0,852.29,16.29,Mada,E-commerce,Fashion,64873,2906.83,C00090,P0240,S019
T064874,2025-12-21,C03072,P0151,S012,2,3285.23,328.52,6570.46,6241.94,2604.3,5208.6,1033.34,16.55,Mada,Store,Sports,64874,3285.23,C03072,P0151,S012
T064875,2024-04-30,C01754,P0242,S001,2,2768.11,553.62,5536.22,4982.6,2090.2,4180.4,802.2,16.1,Card,Store,Grocery,64875,2768.11,C01754,P0242,S001
T064876,2024-03-06,C03776,P0352,S009,2,3294.44,0.0,6588.88,6588.88,2896.05,5792.1,796.78,12.09,Mada,Store,Home & Living,64876,3294.44,C03776,P0352,S009
T064877,2024-01-26,C03210,P0383,S017,2,421.1,42.11,842.2,800.09,279.38,558.76,241.33,30.16,Card,Store,Electronics,64877,421.1,C03210,P0383,S017
T064878,2024-10-12,C00981,P0268,S010,1,2021.09,101.05,2021.09,1920.04,1547.81,1547.81,372.23,19.39,Card,Store,Home & Living,64878,2021.09,C00981,P0268,S010
T064879,2024-02-24,C04648,P0404,S018,4,1935.64,0.0,7742.56,7742.56,1616.77,6467.08,1275.48,16.47,Mada,Store,Beauty,64879,1935.64,C04648,P0404,S018
T064880,2025-10-10,C02314,P0155,S012,5,2560.87,0.0,12804.35,12804.35,1760.91,8804.55,3999.8,31.24,Mada,Store,Beauty,64880,2560.87,C02314,P0155,S012
T064881,2024-01-24,C00604,P0201,S009,3,1916.95,0.0,5750.85,5750.85,1407.79,4223.37,1527.48,26.56,Card,Store,Beauty,64881,1916.95,C00604,P0201,S009
T064882,2024-08-01,C02292,P0309,S010,3,2319.31,347.9,6957.93,6610.03,1829.77,5489.31,1120.72,16.95,Card,Store,Sports,64882,2319.31,C02292,P0309,S010
T064883,2024-03-02,C01775,P0444,S013,5,2067.55,0.0,10337.75,10337.75,1496.45,7482.25,2855.5,27.62,Card,E-commerce,Home & Living,64883,2067.55,C01775,P0444,S013
T064884,2024-02-21,C04486,P0435,S007,3,1487.24,223.09,4461.72,4238.63,984.03,2952.09,1286.54,30.35,Card,Store,Home Appliances,64884,1487.24,C04486,P0435,S007
T064885,2025-09-29,C04731,P0289,S014,4,1262.17,504.87,5048.68,4543.81,1142.55,4570.2,-26.39,-0.58,Card,Store,Grocery,64885,1262.17,C04731,P0289,S014
T064886,2024-11-29,C01798,P0128,S017,1,2266.64,113.33,2266.64,2153.31,1826.4,1826.4,326.91,15.18,STC Pay,Store,Electronics,64886,2266.64,C01798,P0128,S017
T064887,2024-02-21,C00648,P0497,S005,3,2670.91,0.0,8012.73,8012.73,2345.03,7035.09,977.64,12.2,Cash,Store,Grocery,64887,2670.91,C00648,P0497,S005
T064888,2024-10-25,C03803,P0255,S009,1,2909.74,0.0,2909.74,2909.74,1885.16,1885.16,1024.58,35.21,Apple Pay,Store,Home & Living,64888,2909.74,C03803,P0255,S009
T064889,2025-08-30,C04927,P0106,S018,2,2782.23,0.0,5564.46,5564.46,2121.15,4242.3,1322.16,23.76,Mada,Store,Grocery,64889,2782.23,C04927,P0106,S018
T064890,2025-10-11,C00946,P0248,S011,5,770.12,0.0,3850.6,3850.6,558.11,2790.55,1060.05,27.53,Mada,E-commerce,Fashion,64890,770.12,C00946,P0248,S011
T064891,2024-11-17,C04687,P0007,S006,3,4531.26,0.0,13593.78,13593.78,2819.71,8459.13,5134.65,37.77,Cash,E-commerce,Grocery,64891,4531.26,C04687,P0007,S006
T064892,2024-11-22,C01507,P0095,S019,2,3298.85,0.0,6597.7,6597.7,2718.04,5436.08,1161.62,17.61,Mada,Store,Electronics,64892,3298.85,C01507,P0095,S019
T064893,2025-09-04,C01487,P0307,S010,1,105.64,0.0,105.64,105.64,73.23,73.23,32.41,30.68,Apple Pay,Store,Sports,64893,105.64,C01487,P0307,S010
T064894,2024-01-15,C03324,P0405,S017,6,1477.74,443.32,8866.44,8423.12,916.54,5499.24,2923.88,34.71,Mada,Store,Sports,64894,1477.74,C03324,P0405,S017
T064895,2024-11-26,C04744,P0207,S013,1,3428.66,171.43,3428.66,3257.23,2696.2,2696.2,561.03,17.22,Mada,Store,Grocery,64895,3428.66,C04744,P0207,S013
T064896,2025-08-18,C01247,P0468,S012,3,3331.94,0.0,9995.82,9995.82,2072.88,6218.64,3777.18,37.79,Card,Store,Home & Living,64896,3331.94,C01247,P0468,S012
T064897,2024-11-01,C04923,P0104,S011,4,1661.73,332.35,6646.92,6314.57,1124.51,4498.04,1816.53,28.77,Apple Pay,Store,Home Appliances,64897,1661.73,C04923,P0104,S011
T064898,2024-02-10,C02546,P0337,S002,1,3003.37,450.51,3003.37,2552.86,2332.48,2332.48,220.38,8.63,Card,Store,Sports,64898,3003.37,C02546,P0337,S002
T064899,2024-02-29,C04891,P0480,S017,1,2859.51,142.98,2859.51,2716.53,2386.71,2386.71,329.82,12.14,Card,Store,Sports,64899,2859.51,C04891,P0480,S017
T064900,2024-10-15,C04797,P0406,S010,1,3225.34,0.0,3225.34,3225.34,2923.01,2923.01,302.33,9.37,Mada,Store,Electronics,64900,3225.34,C04797,P0406,S010
T064901,2025-11-08,UNKNOWN,P0365,S019,2,3638.34,0.0,7276.68,7276.68,2427.38,4854.76,2421.92,33.28,Card,Store,Electronics,64901,3638.34,,P0365,S019
T064902,2025-04-12,C02527,P0330,S018,2,1474.68,294.94,2949.36,2654.42,1221.72,2443.44,210.98,7.95,Card,Store,Electronics,64902,1474.68,C02527,P0330,S018
T064903,2025-01-12,C00644,P0298,S017,8,1705.44,0.0,13643.52,13643.52,1348.79,10790.32,2853.2,20.91,Card,E-commerce,Beauty,64903,1705.44,C00644,P0298,S017
T064904,2024-07-10,C04469,P0073,S006,3,2345.78,0.0,7037.34,7037.34,1656.7,4970.1,2067.24,29.38,Cash,Store,Electronics,64904,2345.78,C04469,P0073,S006
T064905,2025-01-28,C02598,P0053,S001,1,2858.75,0.0,2858.75,2858.75,2172.91,2172.91,685.84,23.99,Mada,E-commerce,Electronics,64905,2858.75,C02598,P0053,S001
T064906,2024-12-17,C00195,P0269,S004,3,197.32,59.2,591.96,532.76,129.46,388.38,144.38,27.1,Card,E-commerce,Electronics,64906,197.32,C00195,P0269,S004
T064907,2025-09-03,C00966,P0323,S002,2,411.01,41.1,822.02,780.92,258.74,517.48,263.44,33.73,Mada,Store,Home & Living,64907,411.01,C00966,P0323,S002
T064908,2024-11-10,C01766,P0345,S015,1,2741.78,0.0,2741.78,2741.78,1771.9,1771.9,969.88,35.37,Apple Pay,Store,Electronics,64908,2741.78,C01766,P0345,S015
T064909,2024-05-19,C00255,P0399,S020,3,2374.88,1424.93,7124.64,5699.71,2015.42,6046.26,-346.55,-6.08,STC Pay,E-commerce,Beauty,64909,2374.88,C00255,P0399,S020
T064910,2025-07-23,C04945,P0393,S008,5,535.58,0.0,2677.9,2677.9,442.49,2212.45,465.45,17.38,Card,Store,Sports,64910,535.58,C04945,P0393,S008
T064911,2024-08-04,C04536,P0375,S012,7,2118.89,1483.22,14832.23,13349.01,1303.97,9127.79,4221.22,31.62,Card,Store,Beauty,64911,2118.89,C04536,P0375,S012
T064912,2024-01-09,C04439,P0142,S005,3,178.87,0.0,536.61,536.61,141.79,425.37,111.24,20.73,Cash,E-commerce,Grocery,64912,178.87,C04439,P0142,S005
T064913,2025-03-20,C03375,P0049,S006,2,3016.91,603.38,6033.82,5430.44,1955.91,3911.82,1518.62,27.96,Card,E-commerce,Sports,64913,3016.91,C03375,P0049,S006
T064914,2024-03-21,C01540,P0319,S019,1,917.17,0.0,917.17,917.17,618.56,618.56,298.61,32.56,Card,Store,Electronics,64914,917.17,C01540,P0319,S019
T064915,2025-12-18,C03080,P0158,S013,3,3275.59,982.68,9826.77,8844.09,2802.4,8407.2,436.89,4.94,Card,Store,Beauty,64915,3275.59,C03080,P0158,S013
T064916,2025-04-16,C01121,P0182,S018,5,1200.63,900.47,6003.15,5102.68,1018.02,5090.1,12.58,0.25,Cash,Store,Electronics,64916,1200.63,C01121,P0182,S018
T064917,2025-09-08,C00899,P0223,S011,2,524.87,0.0,1049.74,1049.74,360.43,720.86,328.88,31.33,Card,Store,Home & Living,64917,524.87,C00899,P0223,S011
T064918,2025-07-16,C04315,P0075,S002,1,1583.41,79.17,1583.41,1504.24,1270.41,1270.41,233.83,15.54,Cash,E-commerce,Home Appliances,64918,1583.41,C04315,P0075,S002
T064919,2025-03-04,C04166,P0466,S005,3,3878.71,581.81,11636.13,11054.32,2525.3,7575.9,3478.42,31.47,Apple Pay,E-commerce,Grocery,64919,3878.71,C04166,P0466,S005
T064920,2024-03-07,C00144,P0003,S009,2,85.92,8.59,171.84,163.25,67.58,135.16,28.09,17.21,Card,E-commerce,Grocery,64920,85.92,C00144,P0003,S009
T064921,2025-01-04,C04039,P0364,S007,4,2972.55,0.0,11890.2,11890.2,1958.52,7834.08,4056.12,34.11,Card,Store,Fashion,64921,2972.55,C04039,P0364,S007
T064922,2024-12-26,C01299,P0337,S010,6,3227.04,0.0,19362.24,19362.24,2332.48,13994.88,5367.36,27.72,Card,Store,Sports,64922,3227.04,C01299,P0337,S010
T064923,2024-03-20,C03709,P0129,S017,3,203.3,0.0,609.9,609.9,159.75,479.25,130.65,21.42,STC Pay,Store,Grocery,64923,203.3,C03709,P0129,S017
T064924,2025-06-13,C02170,P0407,S020,2,2473.2,0.0,4946.4,4946.4,1629.07,3258.14,1688.26,34.13,Card,E-commerce,Home & Living,64924,2473.2,C02170,P0407,S020
T064925,2024-06-26,C01579,P0360,S007,3,2782.89,0.0,8348.67,8348.67,1809.82,5429.46,2919.21,34.97,Mada,Store,Sports,64925,2782.89,C01579,P0360,S007
T064926,2025-10-15,C01584,P0007,S002,1,4572.51,457.25,4572.51,4115.26,2819.71,2819.71,1295.55,31.48,Cash,Store,Grocery,64926,4572.51,C01584,P0007,S002
T064927,2025-10-11,C00997,P0214,S002,3,2876.74,0.0,8630.22,8630.22,2403.75,7211.25,1418.97,16.44,Mada,E-commerce,Fashion,64927,2876.74,C00997,P0214,S002
T064929,2025-09-16,C00516,P0196,S020,1,3842.17,384.22,3842.17,3457.95,2778.19,2778.19,679.76,19.66,Apple Pay,E-commerce,Grocery,64929,3842.17,C00516,P0196,S020
T064930,2025-08-20,C01740,P0446,S017,2,2955.22,0.0,5910.44,5910.44,2217.55,4435.1,1475.34,24.96,STC Pay,E-commerce,Beauty,64930,2955.22,C01740,P0446,S017
T064931,2025-01-20,C01220,P0215,S002,3,3435.38,0.0,10306.14,10306.14,2168.02,6504.06,3802.08,36.89,Mada,E-commerce,Electronics,64931,3435.38,C01220,P0215,S002
T064932,2024-04-10,C04085,P0015,S004,4,3085.32,617.06,12341.28,11724.22,1919.92,7679.68,4044.54,34.5,Card,Store,Home Appliances,64932,3085.32,C04085,P0015,S004
T064933,2024-05-20,C03087,P0200,S014,4,470.42,94.08,1881.68,1787.6,360.52,1442.08,345.52,19.33,Apple Pay,Store,Home & Living,64933,470.42,C03087,P0200,S014
T064934,2025-06-27,C03916,P0219,S006,1,2798.83,279.88,2798.83,2518.95,1935.92,1935.92,583.03,23.15,Cash,Store,Grocery,64934,2798.83,C03916,P0219,S006
T064935,2025-05-13,C02578,P0455,S018,4,4047.8,2428.68,16191.2,13762.52,2880.28,11521.12,2241.4,16.29,Cash,Store,Sports,64935,4047.8,C02578,P0455,S018
T064936,2025-02-25,C00476,P0416,S003,4,3019.65,0.0,12078.6,12078.6,2374.29,9497.16,2581.44,21.37,Card,Store,Fashion,64936,3019.65,C00476,P0416,S003
T064937,2025-01-23,C01580,P0375,S011,1,1984.92,99.25,1984.92,1885.67,1303.97,1303.97,581.7,30.85,STC Pay,E-commerce,Beauty,64937,1984.92,C01580,P0375,S011
T064938,2024-05-17,C01318,P0019,S005,6,2386.04,2147.44,14316.24,12168.8,1535.54,9213.24,2955.56,24.29,STC Pay,Store,Home Appliances,64938,2386.04,C01318,P0019,S005
T064939,2024-06-29,C00330,P0372,S006,6,2867.44,1720.46,17204.64,15484.18,2445.02,14670.12,814.06,5.26,Mada,Store,Home Appliances,64939,2867.44,C00330,P0372,S006
T064940,2025-12-23,C01939,P0317,S006,10,1785.94,0.0,17859.4,17859.4,1562.78,15627.8,2231.6,12.5,Apple Pay,Store,Grocery,64940,1785.94,C01939,P0317,S006
T064941,2025-02-21,C03641,P0277,S014,2,1124.79,112.48,2249.58,2137.1,858.55,1717.1,420.0,19.65,Apple Pay,Store,Home Appliances,64941,1124.79,C03641,P0277,S014
T064942,2025-06-25,C01960,P0006,S010,1,2021.53,0.0,2021.53,2021.53,1711.75,1711.75,309.78,15.32,STC Pay,Store,Home Appliances,64942,2021.53,C01960,P0006,S010
T064943,2025-10-12,C04271,P0395,S013,6,83.92,75.53,503.52,427.99,67.15,402.9,25.09,5.86,Cash,Store,Home Appliances,64943,83.92,C04271,P0395,S013
T064944,2025-08-20,C02598,P0373,S011,2,2454.85,245.48,4909.7,4664.22,1748.91,3497.82,1166.4,25.01,Cash,Store,Home Appliances,64944,2454.85,C02598,P0373,S011
T064945,2024-06-06,C04312,P0269,S018,4,201.94,0.0,807.76,807.76,129.46,517.84,289.92,35.89,Cash,E-commerce,Electronics,64945,201.94,C04312,P0269,S018
T064946,2025-05-27,C00655,P0364,S008,3,2809.09,0.0,8427.27,8427.27,1958.52,5875.56,2551.71,30.28,Card,Store,Fashion,64946,2809.09,C00655,P0364,S008
T064947,2024-01-06,C04158,P0079,S008,1,244.61,12.23,244.61,232.38,163.22,163.22,69.16,29.76,Apple Pay,Store,Electronics,64947,244.61,C04158,P0079,S008
T064948,2025-08-12,C03785,P0316,S003,3,3024.11,907.23,9072.33,8165.1,2113.35,6340.05,1825.05,22.35,Mada,Store,Home & Living,64948,3024.11,C03785,P0316,S003
T064949,2025-11-26,C04294,P0053,S006,2,2893.58,0.0,5787.16,5787.16,2172.91,4345.82,1441.34,24.91,Cash,E-commerce,Electronics,64949,2893.58,C04294,P0053,S006
T064950,2024-07-13,C01171,P0366,S006,7,3401.72,2381.2,23812.04,21430.84,2609.32,18265.24,3165.6,14.77,STC Pay,Store,Fashion,64950,3401.72,C01171,P0366,S006
T064951,2024-02-27,C04894,P0449,S006,3,1353.77,203.07,4061.31,3858.24,1072.69,3218.07,640.17,16.59,Card,Store,Home & Living,64951,1353.77,C04894,P0449,S006
T064952,2024-07-25,C01926,P0389,S006,3,2839.22,0.0,8517.66,8517.66,2304.64,6913.92,1603.74,18.83,STC Pay,Store,Fashion,64952,2839.22,C01926,P0389,S006
T064953,2025-08-29,C02850,P0498,S005,3,2180.18,0.0,6540.54,6540.54,1838.47,5515.41,1025.13,15.67,STC Pay,Store,Fashion,64953,2180.18,C02850,P0498,S005
T064954,2024-09-12,C01915,P0303,S017,7,1958.08,0.0,13706.56,13706.56,1239.82,8678.74,5027.82,36.68,Card,Store,Home Appliances,64954,1958.08,C01915,P0303,S017
T064955,2025-05-24,C03540,P0332,S014,2,3429.57,342.96,6859.14,6516.18,2211.34,4422.68,2093.5,32.13,Card,Store,Home & Living,64955,3429.57,C03540,P0332,S014
T064956,2024-05-26,C03340,P0048,S014,2,97.61,9.76,195.22,185.46,73.86,147.72,37.74,20.35,Cash,Store,Fashion,64956,97.61,C03340,P0048,S014
T064957,2024-08-06,C04358,P0424,S013,6,2385.13,0.0,14310.78,14310.78,1815.61,10893.66,3417.12,23.88,Mada,Store,Home Appliances,64957,2385.13,C04358,P0424,S013
T064958,2024-06-19,C04937,P0067,S014,3,575.74,345.44,1727.22,1381.78,398.64,1195.92,185.86,13.45,Card,Store,Home Appliances,64958,575.74,C04937,P0067,S014
T064959,2025-05-31,C00685,P0012,S003,4,3206.5,1282.6,12826.0,11543.4,2139.8,8559.2,2984.2,25.85,Mada,Store,Beauty,64959,3206.5,C00685,P0012,S003
T064960,2024-05-07,C04823,P0281,S005,2,2838.45,283.84,5676.9,5393.06,2040.49,4080.98,1312.08,24.33,Card,E-commerce,Electronics,64960,2838.45,C04823,P0281,S005
T064961,2024-02-15,C04152,P0465,S004,2,582.33,0.0,1164.66,1164.66,412.55,825.1,339.56,29.16,Card,Store,Beauty,64961,582.33,C04152,P0465,S004
T064962,2024-12-21,C00115,P0267,S009,1,1903.21,0.0,1903.21,1903.21,1216.71,1216.71,686.5,36.07,Cash,E-commerce,Home Appliances,64962,1903.21,C00115,P0267,S009
T064963,2024-04-10,C02608,P0411,S007,2,3963.93,0.0,7927.86,7927.86,2812.13,5624.26,2303.6,29.06,Card,Store,Fashion,64963,3963.93,C02608,P0411,S007
T064964,2025-09-27,C01164,P0335,S011,5,1162.97,581.48,5814.85,5233.37,844.95,4224.75,1008.62,19.27,Card,E-commerce,Electronics,64964,1162.97,C01164,P0335,S011
T064965,2025-12-27,C03272,P0061,S014,3,1203.04,0.0,3609.12,3609.12,903.6,2710.8,898.32,24.89,Card,Store,Home & Living,64965,1203.04,C03272,P0061,S014
T064966,2025-03-20,C00083,P0278,S010,1,2845.27,0.0,2845.27,2845.27,2175.79,2175.79,669.48,23.53,Card,Store,Home Appliances,64966,2845.27,C00083,P0278,S010
T064968,2024-04-10,C00643,P0498,S007,3,2330.65,349.6,6991.95,6642.35,1838.47,5515.41,1126.94,16.97,Apple Pay,E-commerce,Fashion,64968,2330.65,C00643,P0498,S007
T064969,2024-06-11,C02035,P0404,S008,4,1904.79,380.96,7619.16,7238.2,1616.77,6467.08,771.12,10.65,Card,Store,Beauty,64969,1904.79,C02035,P0404,S008
T064970,2025-07-11,C03217,P0312,S018,3,301.31,0.0,903.93,903.93,235.89,707.67,196.26,21.71,Card,Store,Beauty,64970,301.31,C03217,P0312,S018
T064972,2025-01-18,C04263,P0360,S011,2,2770.9,0.0,5541.8,5541.8,1809.82,3619.64,1922.16,34.68,Card,Store,Sports,64972,2770.9,C04263,P0360,S011
T064973,2025-03-19,C00710,P0045,S020,2,2701.21,0.0,5402.42,5402.42,2013.58,4027.16,1375.26,25.46,Card,E-commerce,Fashion,64973,2701.21,C00710,P0045,S020
T064974,2025-07-13,C03917,P0344,S004,1,1506.05,225.91,1506.05,1280.14,1024.27,1024.27,255.87,19.99,Cash,E-commerce,Home & Living,64974,1506.05,C03917,P0344,S004
T064975,2025-01-10,C00718,P0042,S020,3,3137.61,941.28,9412.83,8471.55,2650.26,7950.78,520.77,6.15,Card,Store,Beauty,64975,3137.61,C00718,P0042,S020
T064976,2025-05-30,C03527,P0143,S008,3,2403.78,1442.27,7211.34,5769.07,1655.17,4965.51,803.56,13.93,Card,Store,Fashion,64976,2403.78,C03527,P0143,S008
T064977,2025-12-10,C01458,P0127,S019,3,921.19,0.0,2763.57,2763.57,738.43,2215.29,548.28,19.84,STC Pay,E-commerce,Fashion,64977,921.19,C01458,P0127,S019
T064978,2025-07-16,C00969,P0118,S004,3,1418.08,0.0,4254.24,4254.24,942.39,2827.17,1427.07,33.54,Cash,E-commerce,Home & Living,64978,1418.08,C00969,P0118,S004
T064979,2024-01-17,C01177,P0158,S016,6,3318.31,0.0,19909.86,19909.86,2802.4,16814.4,3095.46,15.55,Cash,E-commerce,Beauty,64979,3318.31,C01177,P0158,S016
T064980,2024-09-16,UNKNOWN,P0405,S005,3,1507.74,678.48,4523.22,3844.74,916.54,2749.62,1095.12,28.48,Mada,Store,Sports,64980,1507.74,,P0405,S005
T064981,2024-12-07,C03161,P0140,S010,3,2664.13,799.24,7992.39,7193.15,2099.05,6297.15,896.0,12.46,Card,Store,Sports,64981,2664.13,C03161,P0140,S010
T064982,2025-11-27,C00959,P0072,S003,3,2709.43,0.0,8128.29,8128.29,2094.0,6282.0,1846.29,22.71,Card,Store,Home & Living,64982,2709.43,C00959,P0072,S003
T064983,2025-10-08,C00331,P0368,S018,2,1636.91,0.0,3273.82,3273.82,1177.9,2355.8,918.02,28.04,Apple Pay,E-commerce,Home Appliances,64983,1636.91,C00331,P0368,S018
T064984,2024-08-25,C01948,P0462,S015,2,2473.7,494.74,4947.4,4452.66,1641.17,3282.34,1170.32,26.28,Card,E-commerce,Home Appliances,64984,2473.7,C01948,P0462,S015
T064985,2025-05-05,C00781,P0426,S005,4,2403.13,0.0,9612.52,9612.52,1866.1,7464.4,2148.12,22.35,STC Pay,Store,Beauty,64985,2403.13,C00781,P0426,S005
T064986,2024-06-09,C04206,P0385,S019,3,3372.56,0.0,10117.68,10117.68,2654.94,7964.82,2152.86,21.28,Apple Pay,E-commerce,Home & Living,64986,3372.56,C04206,P0385,S019
T064987,2025-05-02,C04914,P0105,S016,3,2923.53,0.0,8770.59,8770.59,2265.07,6795.21,1975.38,22.52,Card,Store,Home Appliances,64987,2923.53,C04914,P0105,S016
T064988,2024-07-14,C04343,P0361,S005,3,2303.69,345.55,6911.07,6565.52,1960.67,5882.01,683.51,10.41,Mada,Store,Sports,64988,2303.69,C04343,P0361,S005
T064989,2024-05-07,C03961,P0426,S012,4,2453.17,490.63,9812.68,9322.05,1866.1,7464.4,1857.65,19.93,Cash,E-commerce,Beauty,64989,2453.17,C03961,P0426,S012
T064990,2025-03-15,C00583,P0343,S012,3,1099.13,164.87,3297.39,3132.52,719.33,2157.99,974.53,31.11,STC Pay,Store,Electronics,64990,1099.13,C00583,P0343,S012
T064991,2024-10-07,C03789,P0201,S014,6,1854.19,0.0,11125.14,11125.14,1407.79,8446.74,2678.4,24.08,STC Pay,E-commerce,Beauty,64991,1854.19,C03789,P0201,S014
T064992,2024-03-24,C04593,P0479,S017,2,657.15,131.43,1314.3,1182.87,551.55,1103.1,79.77,6.74,STC Pay,Store,Home & Living,64992,657.15,C04593,P0479,S017
T064993,2024-12-23,C04709,P0105,S003,2,3114.23,622.85,6228.46,5605.61,2265.07,4530.14,1075.47,19.19,Cash,Store,Home Appliances,64993,3114.23,C04709,P0105,S003
T064994,2024-06-11,C03313,P0261,S012,5,863.27,215.82,4316.35,4100.53,731.56,3657.8,442.73,10.8,STC Pay,Store,Home & Living,64994,863.27,C03313,P0261,S012
T064995,2024-11-24,C02117,P0212,S011,1,684.93,0.0,684.93,684.93,485.33,485.33,199.6,29.14,Cash,Store,Electronics,64995,684.93,C02117,P0212,S011
T064996,2025-08-28,C03369,P0237,S005,4,1826.79,0.0,7307.16,7307.16,1461.59,5846.36,1460.8,19.99,Mada,Store,Home & Living,64996,1826.79,C03369,P0237,S005
T064997,2025-02-26,C04221,P0066,S004,4,130.7,78.42,522.8,444.38,110.89,443.56,0.82,0.18,Card,E-commerce,Home & Living,64997,130.7,C04221,P0066,S004
T064998,2024-01-23,C04415,P0007,S020,6,4218.92,2531.35,25313.52,22782.17,2819.71,16918.26,5863.91,25.74,Mada,Store,Grocery,64998,4218.92,C04415,P0007,S020
T064999,2025-01-29,C03351,P0118,S019,4,1450.48,0.0,5801.92,5801.92,942.39,3769.56,2032.36,35.03,Apple Pay,Store,Home & Living,64999,1450.48,C03351,P0118,S019
T065000,2024-03-19,C01265,P0480,S020,4,2949.92,589.98,11799.68,11209.7,2386.71,9546.84,1662.86,14.83,Card,E-commerce,Sports,65000,2949.92,C01265,P0480,S020
T065001,2024-04-26,C02450,P0322,S002,2,4476.47,0.0,8952.94,8952.94,2806.9,5613.8,3339.14,37.3,Mada,Store,Home Appliances,65001,4476.47,C02450,P0322,S002
T065002,2024-12-02,C02132,P0427,S019,2,373.19,74.64,746.38,671.74,242.4,484.8,186.94,27.83,Card,Store,Grocery,65002,373.19,C02132,P0427,S019
T065003,2024-09-24,C03575,P0189,S002,2,2054.95,205.5,4109.9,3904.4,1637.32,3274.64,629.76,16.13,Card,E-commerce,Grocery,65003,2054.95,C03575,P0189,S002
