transaction_id,transaction_date,customer_id,product_id,store_id,quantity,unit_price,discount_amount,gross_sales,net_sales,unit_cost,cost_amount,profit_amount,gross_margin_pct,payment_method,sales_channel
T046359,2024-04-12,C01219,P0288,S019,1,3048.68,152.43,3048.68,2896.25,1858.44,1858.44,1037.81,35.83,Card,E-commerce
T046360,2024-11-25,C02600,P0396,S010,2,2981.64,0.0,5963.28,5963.28,2178.53,4357.06,1606.22,26.94,Cash,Store
T046361,2024-05-04,C00189,P0245,S018,2,3324.75,664.95,6649.5,5984.55,2202.03,4404.06,1580.49,26.41,Apple Pay,Store
T046362,2024-10-30,C01212,P0065,S011,6,175.19,52.56,1051.14,998.58,127.11,762.66,235.92,23.63,Mada,Store
T046363,2024-03-23,C04614,P0338,S001,1,3424.36,342.44,3424.36,3081.92,2914.76,2914.76,167.16,5.42,Card,Store
T046364,2024-09-23,C01223,P0294,S001,1,226.7,34.0,226.7,192.7,192.6,192.6,0.1,0.05,Card,E-commerce
T046365,2025-02-04,C00427,P0367,S011,1,1492.87,74.64,1492.87,1418.23,998.58,998.58,419.65,29.59,Card,E-commerce
T046366,2025-01-20,C00182,P0456,S007,4,539.56,215.82,2158.24,1942.42,393.2,1572.8,369.62,19.03,Card,Store
T046367,2024-12-26,C00423,P0402,S011,2,2457.15,0.0,4914.3,4914.3,1682.19,3364.38,1549.92,31.54,Apple Pay,Store
T046368,2024-02-26,C02114,P0106,S004,3,2646.9,0.0,7940.7,7940.7,2121.15,6363.45,1577.25,19.86,Mada,E-commerce
T046369,2025-01-11,C00396,P0207,S008,7,3228.08,2259.66,22596.56,20336.9,2696.2,18873.4,1463.5,7.2,Cash,Store
T046370,2024-07-05,C02863,P0024,S009,2,2287.26,0.0,4574.52,4574.52,1950.12,3900.24,674.28,14.74,Card,E-commerce
T046371,2025-04-23,C01801,P0432,S008,1,3664.11,366.41,3664.11,3297.7,2486.06,2486.06,811.64,24.61,STC Pay,E-commerce
T046372,2025-11-16,C02382,P0288,S012,1,3027.53,0.0,3027.53,3027.53,1858.44,1858.44,1169.09,38.62,Card,Store
T046373,2024-12-02,C00924,P0263,S003,2,121.65,0.0,243.3,243.3,73.26,146.52,96.78,39.78,Mada,Store
T046374,2025-10-08,C04510,P0444,S017,2,2019.95,202.0,4039.9,3837.9,1496.45,2992.9,845.0,22.02,Card,Store
T046375,2024-04-03,C01202,P0008,S012,3,738.64,0.0,2215.92,2215.92,604.03,1812.09,403.83,18.22,Apple Pay,Store
T046376,2025-05-01,C04975,P0363,S015,4,2736.79,547.36,10947.16,10399.8,2262.23,9048.92,1350.88,12.99,Card,Store
T046377,2025-02-01,C01998,P0300,S010,3,374.02,0.0,1122.06,1122.06,265.5,796.5,325.56,29.01,Card,Store
T046378,2025-06-04,C01561,P0266,S014,2,4203.13,0.0,8406.26,8406.26,2713.1,5426.2,2980.06,35.45,Cash,Store
T046379,2025-06-04,C00197,P0380,S015,3,4433.33,665.0,13299.99,12634.99,2930.64,8791.92,3843.07,30.42,Apple Pay,Store
T046380,2024-04-22,C01557,P0245,S010,4,3459.31,1383.72,13837.24,12453.52,2202.03,8808.12,3645.4,29.27,Apple Pay,Store
T046381,2024-05-01,C04507,P0190,S014,4,3636.18,1454.47,14544.72,13090.25,2878.04,11512.16,1578.09,12.06,Apple Pay,Store
T046382,2025-01-20,C01754,P0150,S020,5,3659.26,1829.63,18296.3,16466.67,2687.72,13438.6,3028.07,18.39,Card,Store
T046383,2025-09-11,C04115,P0168,S003,5,1559.51,389.88,7797.55,7407.67,1120.31,5601.55,1806.12,24.38,Mada,Store
T046384,2024-12-07,C02789,P0039,S016,2,551.2,0.0,1102.4,1102.4,358.15,716.3,386.1,35.02,Mada,E-commerce
T046385,2025-04-07,C02581,P0047,S016,3,2884.58,0.0,8653.74,8653.74,2081.85,6245.55,2408.19,27.83,Apple Pay,E-commerce
T046386,2025-12-10,C00805,P0132,S006,3,3503.73,0.0,10511.19,10511.19,2358.31,7074.93,3436.26,32.69,Card,Store
T046387,2025-01-16,C04336,P0316,S007,2,2886.32,0.0,5772.64,5772.64,2113.35,4226.7,1545.94,26.78,Card,Store
T046388,2025-09-21,C00010,P0221,S005,3,1155.44,693.26,3466.32,2773.06,818.83,2456.49,316.57,11.42,Mada,Store
T046389,2024-06-04,C03670,P0171,S002,3,1961.65,294.25,5884.95,5590.7,1425.3,4275.9,1314.8,23.52,Apple Pay,E-commerce
T046390,2024-05-07,C02111,P0487,S004,2,2759.97,0.0,5519.94,5519.94,1802.71,3605.42,1914.52,34.68,Card,Store
T046391,2024-02-12,C01879,P0283,S011,4,652.21,0.0,2608.84,2608.84,497.99,1991.96,616.88,23.65,STC Pay,Store
T046392,2025-07-28,C04498,P0451,S010,1,448.08,0.0,448.08,448.08,313.22,313.22,134.86,30.1,Cash,Store
T046393,2025-01-15,C00874,P0277,S016,3,1092.79,0.0,3278.37,3278.37,858.55,2575.65,702.72,21.44,Mada,Store
T046394,2025-10-18,C04937,P0327,S005,1,1317.02,0.0,1317.02,1317.02,1023.95,1023.95,293.07,22.25,Card,E-commerce
T046395,2024-10-01,C04442,P0201,S007,2,1972.67,394.53,3945.34,3550.81,1407.79,2815.58,735.23,20.71,Mada,Store
T046396,2025-01-23,C02452,P0327,S012,2,1211.36,0.0,2422.72,2422.72,1023.95,2047.9,374.82,15.47,Apple Pay,E-commerce
T046397,2024-01-23,C03448,P0270,S011,1,2436.75,487.35,2436.75,1949.4,1896.74,1896.74,52.66,2.7,Apple Pay,Store
T046398,2025-01-18,C00181,P0336,S005,3,2716.11,0.0,8148.33,8148.33,1876.44,5629.32,2519.01,30.91,Apple Pay,Store
T046399,2024-05-08,C04854,P0103,S006,7,659.92,461.94,4619.44,4157.5,456.88,3198.16,959.34,23.07,Apple Pay,E-commerce
T046400,2025-02-14,C00217,P0419,S006,7,2136.16,0.0,14953.12,14953.12,1826.99,12788.93,2164.19,14.47,Mada,E-commerce
T046401,2024-10-07,C03587,P0207,S008,5,3341.1,1670.55,16705.5,15034.95,2696.2,13481.0,1553.95,10.34,STC Pay,E-commerce
T046402,2024-06-30,C03967,P0387,S016,2,2147.96,0.0,4295.92,4295.92,1678.78,3357.56,938.36,21.84,Card,E-commerce
T046403,2024-08-15,C04126,P0471,S004,5,1757.84,0.0,8789.2,8789.2,1216.45,6082.25,2706.95,30.8,Mada,Store
T046404,2024-03-21,C03851,P0386,S003,5,1912.64,0.0,9563.2,9563.2,1244.86,6224.3,3338.9,34.91,Cash,E-commerce
T046405,2025-08-10,C04738,P0289,S014,4,1351.02,540.41,5404.08,4863.67,1142.55,4570.2,293.47,6.03,Card,Store
T046406,2024-10-07,C02838,P0431,S017,6,1668.26,500.48,10009.56,9509.08,1360.36,8162.16,1346.92,14.16,Mada,Store
T046407,2025-12-14,C01340,P0019,S009,2,2441.64,0.0,4883.28,4883.28,1535.54,3071.08,1812.2,37.11,Mada,Store
T046408,2025-09-22,C03225,P0431,S007,2,1637.11,0.0,3274.22,3274.22,1360.36,2720.72,553.5,16.9,STC Pay,Store
T046409,2025-09-25,C01663,P0326,S009,2,1982.01,0.0,3964.02,3964.02,1448.25,2896.5,1067.52,26.93,Card,Store
T046410,2024-06-22,C04288,P0393,S017,4,545.73,0.0,2182.92,2182.92,442.49,1769.96,412.96,18.92,Mada,Store
T046411,2024-12-24,C00252,P0365,S003,4,3791.05,1516.42,15164.2,13647.78,2427.38,9709.52,3938.26,28.86,STC Pay,Store
T046412,2025-07-24,C01456,P0338,S020,1,3410.98,341.1,3410.98,3069.88,2914.76,2914.76,155.12,5.05,Card,Store
T046413,2025-01-09,C02473,P0427,S005,1,369.53,36.95,369.53,332.58,242.4,242.4,90.18,27.12,Cash,E-commerce
T046414,2024-02-24,C03558,P0116,S019,3,2495.85,1497.51,7487.55,5990.04,1947.61,5842.83,147.21,2.46,Cash,Store
T046415,2025-10-25,C04323,P0365,S020,2,3557.67,0.0,7115.34,7115.34,2427.38,4854.76,2260.58,31.77,Card,Store
T046416,2024-11-26,C01452,P0442,S015,5,2813.54,2110.16,14067.7,11957.54,2430.47,12152.35,-194.81,-1.63,Card,Store
T046417,2025-10-25,C01878,P0382,S015,1,2136.94,0.0,2136.94,2136.94,1710.59,1710.59,426.35,19.95,Mada,Store
T046418,2025-01-21,C02286,P0315,S011,2,1984.04,595.21,3968.08,3372.87,1721.3,3442.6,-69.73,-2.07,Card,Store
T046419,2025-11-10,C01064,P0104,S020,2,1779.34,355.87,3558.68,3202.81,1124.51,2249.02,953.79,29.78,Card,Store
T046420,2024-05-27,C04316,P0141,S014,3,3512.65,1053.8,10537.95,9484.15,2692.43,8077.29,1406.86,14.83,Card,Store
T046421,2024-12-08,C03020,P0387,S014,5,2206.45,0.0,11032.25,11032.25,1678.78,8393.9,2638.35,23.91,Mada,Store
T046422,2024-07-15,C03570,P0092,S005,4,2918.77,583.75,11675.08,11091.33,2045.94,8183.76,2907.57,26.21,Mada,Store
T046423,2024-05-03,C01647,P0350,S018,4,2188.18,437.64,8752.72,8315.08,1367.55,5470.2,2844.88,34.21,Cash,Store
T046424,2024-11-28,C01768,P0141,S009,3,3678.05,0.0,11034.15,11034.15,2692.43,8077.29,2956.86,26.8,Mada,Store
T046425,2025-04-28,C01349,P0284,S004,1,2873.64,0.0,2873.64,2873.64,2046.82,2046.82,826.82,28.77,Mada,Store
T046426,2025-03-29,C03879,P0222,S015,2,3372.65,0.0,6745.3,6745.3,2585.98,5171.96,1573.34,23.32,Mada,Store
T046427,2025-12-06,C02284,P0256,S001,8,1740.4,0.0,13923.2,13923.2,1264.17,10113.36,3809.84,27.36,Mada,Store
T046428,2024-12-14,C04039,P0055,S009,3,1316.14,0.0,3948.42,3948.42,1123.07,3369.21,579.21,14.67,Apple Pay,Store
T046429,2025-03-28,C04461,P0321,S010,3,179.22,107.53,537.66,430.13,114.13,342.39,87.74,20.4,Card,Store
T046430,2024-03-19,C04109,P0403,S005,2,2759.18,275.92,5518.36,5242.44,1695.64,3391.28,1851.16,35.31,Mada,Store
T046431,2024-01-08,C01657,P0164,S020,3,1256.32,565.34,3768.96,3203.62,854.34,2563.02,640.6,20.0,Card,Store
T046432,2025-01-07,C00842,P0185,S001,3,3073.67,1383.15,9221.01,7837.86,2147.91,6443.73,1394.13,17.79,Cash,Store
T046433,2025-07-20,C01315,P0433,S014,1,944.82,0.0,944.82,944.82,760.77,760.77,184.05,19.48,Cash,Store
T046434,2025-07-02,C02722,P0375,S017,6,1971.91,0.0,11831.46,11831.46,1303.97,7823.82,4007.64,33.87,Mada,Store
T046435,2025-04-01,C03792,P0131,S005,5,2359.61,1179.8,11798.05,10618.25,1664.68,8323.4,2294.85,21.61,Mada,Store
T046436,2025-12-12,C02387,P0221,S007,1,1162.07,58.1,1162.07,1103.97,818.83,818.83,285.14,25.83,Card,E-commerce
T046437,2024-09-26,C00785,P0020,S010,1,865.6,43.28,865.6,822.32,701.82,701.82,120.5,14.65,Card,Store
T046438,2025-03-07,C02270,P0464,S009,2,2893.41,1157.36,5786.82,4629.46,2264.5,4529.0,100.46,2.17,Card,Store
T046439,2025-08-23,C04030,P0242,S016,2,2676.42,267.64,5352.84,5085.2,2090.2,4180.4,904.8,17.79,Mada,Store
T046440,2024-08-13,C03384,P0121,S001,6,1793.02,0.0,10758.12,10758.12,1245.54,7473.24,3284.88,30.53,Cash,Store
T046441,2024-11-18,C00078,P0066,S004,3,128.86,0.0,386.58,386.58,110.89,332.67,53.91,13.95,Card,Store
T046442,2025-11-02,C02084,P0084,S011,1,3661.4,183.07,3661.4,3478.33,2825.57,2825.57,652.76,18.77,Mada,Store
T046443,2025-02-23,C03050,P0279,S010,5,4214.27,0.0,21071.35,21071.35,2685.55,13427.75,7643.6,36.27,Mada,E-commerce
T046444,2024-11-30,C00239,P0180,S007,6,1584.29,950.57,9505.74,8555.17,1164.0,6984.0,1571.17,18.37,Card,Store
T046445,2024-05-01,C02351,P0040,S008,1,3137.5,313.75,3137.5,2823.75,1986.75,1986.75,837.0,29.64,Apple Pay,Store
T046446,2025-04-20,C04532,P0118,S007,4,1464.06,1171.25,5856.24,4684.99,942.39,3769.56,915.43,19.54,Cash,Store
T046447,2024-08-24,C04592,P0186,S010,4,3084.74,0.0,12338.96,12338.96,2467.35,9869.4,2469.56,20.01,Cash,Store
T046448,2025-10-05,C04364,P0042,S006,2,3414.85,0.0,6829.7,6829.7,2650.26,5300.52,1529.18,22.39,Mada,Store
T046449,2025-01-16,C01719,P0044,S014,5,2388.41,1194.2,11942.05,10747.85,1933.25,9666.25,1081.6,10.06,Cash,Store
T046450,2025-02-07,C01150,P0303,S012,5,1866.64,466.66,9333.2,8866.54,1239.82,6199.1,2667.44,30.08,Mada,E-commerce
T046451,2025-01-23,C01775,P0292,S008,3,801.12,240.34,2403.36,2163.02,537.79,1613.37,549.65,25.41,STC Pay,Store
T046452,2025-03-22,C04000,P0128,S010,1,2364.68,0.0,2364.68,2364.68,1826.4,1826.4,538.28,22.76,Mada,Store
T046453,2025-11-24,C04019,P0045,S014,1,2719.57,0.0,2719.57,2719.57,2013.58,2013.58,705.99,25.96,Card,E-commerce
T046454,2024-07-11,C03742,P0418,S011,4,2915.11,0.0,11660.44,11660.44,1930.1,7720.4,3940.04,33.79,Card,Store
T046455,2025-04-05,C02117,P0046,S006,2,3798.69,0.0,7597.38,7597.38,2921.52,5843.04,1754.34,23.09,Card,Store
T046456,2024-04-19,C00751,P0001,S005,3,3856.6,578.49,11569.8,10991.31,2582.62,7747.86,3243.45,29.51,Card,Store
T046457,2024-08-01,C02922,P0062,S019,2,3809.74,380.97,7619.48,7238.51,2741.46,5482.92,1755.59,24.25,Apple Pay,Store
T046458,2025-10-14,C00032,P0359,S003,3,167.38,0.0,502.14,502.14,110.55,331.65,170.49,33.95,Cash,E-commerce
T046459,2025-04-07,C03936,P0304,S011,3,934.34,140.15,2803.02,2662.87,617.07,1851.21,811.66,30.48,STC Pay,Store
T046460,2025-08-07,C03686,P0384,S020,3,3057.72,0.0,9173.16,9173.16,1906.79,5720.37,3452.79,37.64,STC Pay,Store
T046461,2025-05-29,C01153,P0488,S015,1,1136.14,0.0,1136.14,1136.14,912.34,912.34,223.8,19.7,Mada,Store
T046462,2024-01-02,C00653,P0229,S019,1,3009.17,0.0,3009.17,3009.17,2492.63,2492.63,516.54,17.17,STC Pay,Store
T046463,2025-01-30,C04909,P0190,S014,2,3760.98,376.1,7521.96,7145.86,2878.04,5756.08,1389.78,19.45,Card,E-commerce
T046464,2024-12-09,C00773,P0192,S018,6,498.85,0.0,2993.1,2993.1,434.57,2607.42,385.68,12.89,Mada,Store
T046465,2024-07-28,C04494,P0178,S004,6,1540.61,0.0,9243.66,9243.66,1143.29,6859.74,2383.92,25.79,Apple Pay,E-commerce
T046466,2024-02-27,C03414,P0189,S007,4,2170.5,868.2,8682.0,7813.8,1637.32,6549.28,1264.52,16.18,Mada,E-commerce
T046467,2025-04-28,C01697,P0277,S013,2,1035.86,207.17,2071.72,1864.55,858.55,1717.1,147.45,7.91,Mada,E-commerce
T046468,2025-12-29,C00694,P0008,S008,6,725.26,435.16,4351.56,3916.4,604.03,3624.18,292.22,7.46,STC Pay,Store
T046469,2024-04-22,C04122,P0391,S014,3,371.66,111.5,1114.98,1003.48,305.23,915.69,87.79,8.75,Card,Store
T046470,2025-04-29,C04593,P0395,S015,5,90.01,22.5,450.05,427.55,67.15,335.75,91.8,21.47,Card,Store
T046471,2024-03-11,C03035,P0442,S019,2,2809.12,0.0,5618.24,5618.24,2430.47,4860.94,757.3,13.48,Card,Store
T046472,2025-04-27,C03702,P0199,S016,3,1536.59,0.0,4609.77,4609.77,1018.89,3056.67,1553.1,33.69,Card,E-commerce
T046473,2025-09-05,C04820,P0263,S001,2,113.04,22.61,226.08,203.47,73.26,146.52,56.95,27.99,Cash,Store
T046474,2024-02-14,C03525,P0143,S018,5,2265.28,0.0,11326.4,11326.4,1655.17,8275.85,3050.55,26.93,Apple Pay,E-commerce
T046475,2025-10-17,C02350,P0294,S006,2,227.95,0.0,455.9,455.9,192.6,385.2,70.7,15.51,Mada,E-commerce
T046476,2025-09-26,C02074,P0420,S005,5,756.64,567.48,3783.2,3215.72,541.02,2705.1,510.62,15.88,Card,Store
T046477,2025-06-25,C02912,P0038,S010,4,2346.53,938.61,9386.12,8447.51,1562.9,6251.6,2195.91,25.99,Card,Store
T046478,2024-07-22,C00128,P0250,S019,1,3544.21,0.0,3544.21,3544.21,2390.12,2390.12,1154.09,32.56,Card,Store
T046479,2025-04-20,C02720,P0202,S016,3,1707.68,768.46,5123.04,4354.58,1368.27,4104.81,249.77,5.74,Card,Store
T046480,2024-08-27,C04203,P0202,S014,4,1624.34,0.0,6497.36,6497.36,1368.27,5473.08,1024.28,15.76,Mada,Store
T046481,2025-07-25,C02305,P0428,S017,2,2564.94,0.0,5129.88,5129.88,2082.64,4165.28,964.6,18.8,Card,E-commerce
T046482,2025-03-18,C02140,P0074,S008,1,4190.99,0.0,4190.99,4190.99,2865.5,2865.5,1325.49,31.63,Mada,Store
T046483,2024-09-03,C04568,P0035,S016,3,1200.88,360.26,3602.64,3242.38,975.92,2927.76,314.62,9.7,Mada,Store
T046484,2025-03-29,C00325,P0396,S018,4,3092.21,1855.33,12368.84,10513.51,2178.53,8714.12,1799.39,17.12,Apple Pay,E-commerce
T046485,2024-06-02,C04558,P0207,S013,2,3408.74,1022.62,6817.48,5794.86,2696.2,5392.4,402.46,6.95,Mada,Store
T046486,2025-08-14,C00299,P0225,S011,1,2854.78,0.0,2854.78,2854.78,2102.56,2102.56,752.22,26.35,Mada,Store
T046487,2025-07-03,C03599,P0203,S018,3,150.23,22.53,450.69,428.16,120.96,362.88,65.28,15.25,Card,Store
T046488,2025-10-10,C04804,P0296,S004,7,2262.29,0.0,15836.03,15836.03,1791.3,12539.1,3296.93,20.82,Apple Pay,E-commerce
T046489,2025-04-10,C03661,P0287,S009,1,3529.53,0.0,3529.53,3529.53,2499.76,2499.76,1029.77,29.18,STC Pay,E-commerce
T046490,2024-08-12,C01254,P0034,S017,4,2759.13,0.0,11036.52,11036.52,1907.92,7631.68,3404.84,30.85,Card,Store
T046491,2024-08-29,C00003,P0048,S013,2,97.25,0.0,194.5,194.5,73.86,147.72,46.78,24.05,STC Pay,E-commerce
T046492,2025-12-23,C04273,P0043,S005,7,3555.61,0.0,24889.27,24889.27,2183.35,15283.45,9605.82,38.59,Card,E-commerce
T046493,2025-07-11,C03025,P0069,S009,5,2300.49,575.12,11502.45,10927.33,1631.09,8155.45,2771.88,25.37,STC Pay,Store
T046494,2025-11-14,C03037,P0088,S009,1,2186.12,0.0,2186.12,2186.12,1498.19,1498.19,687.93,31.47,Card,E-commerce
T046495,2025-07-07,C00599,P0070,S001,3,2450.41,0.0,7351.23,7351.23,2149.49,6448.47,902.76,12.28,Cash,E-commerce
T046496,2025-04-01,C02605,P0072,S008,2,2676.51,267.65,5353.02,5085.37,2094.0,4188.0,897.37,17.65,Mada,Store
T046497,2025-05-06,C04653,P0060,S007,5,3145.57,786.39,15727.85,14941.46,2549.04,12745.2,2196.26,14.7,Card,Store
T046498,2025-03-28,C00955,P0209,S003,3,2160.01,0.0,6480.03,6480.03,1612.68,4838.04,1641.99,25.34,Mada,E-commerce
T046499,2025-06-18,C03277,P0001,S013,2,3716.5,0.0,7433.0,7433.0,2582.62,5165.24,2267.76,30.51,Card,Store
T046500,2025-05-13,C01170,P0278,S004,2,3021.27,604.25,6042.54,5438.29,2175.79,4351.58,1086.71,19.98,Card,E-commerce
T046501,2025-12-09,C02213,P0151,S001,1,3364.31,168.22,3364.31,3196.09,2604.3,2604.3,591.79,18.52,Mada,Store
T046502,2024-07-11,C00601,P0074,S019,3,4140.29,0.0,12420.87,12420.87,2865.5,8596.5,3824.37,30.79,Mada,E-commerce
T046503,2024-06-02,C01407,P0446,S016,4,2984.9,1193.96,11939.6,10745.64,2217.55,8870.2,1875.44,17.45,Mada,E-commerce
T046504,2025-04-10,C04925,P0118,S002,3,1439.24,0.0,4317.72,4317.72,942.39,2827.17,1490.55,34.52,Mada,Store
T046505,2025-07-20,C02484,P0431,S003,3,1642.54,246.38,4927.62,4681.24,1360.36,4081.08,600.16,12.82,Mada,Store
T046506,2024-01-15,C00444,P0017,S020,6,3205.17,1923.1,19231.02,17307.92,2317.48,13904.88,3403.04,19.66,Mada,Store
T046507,2025-03-25,C01606,P0419,S017,6,2237.12,0.0,13422.72,13422.72,1826.99,10961.94,2460.78,18.33,Card,E-commerce
T046508,2025-11-23,C02405,P0337,S011,3,3071.08,0.0,9213.24,9213.24,2332.48,6997.44,2215.8,24.05,Card,Store
T046509,2024-03-19,C00834,P0319,S020,4,934.22,373.69,3736.88,3363.19,618.56,2474.24,888.95,26.43,Mada,E-commerce
T046510,2024-01-11,C00845,P0075,S002,2,1631.47,0.0,3262.94,3262.94,1270.41,2540.82,722.12,22.13,Card,Store
T046511,2025-07-23,C00734,P0173,S016,2,3499.83,0.0,6999.66,6999.66,2816.25,5632.5,1367.16,19.53,Card,Store
T046512,2024-08-26,C03634,P0494,S015,2,935.13,187.03,1870.26,1683.23,692.11,1384.22,299.01,17.76,Cash,Store
T046513,2024-07-15,C03137,P0161,S011,3,4856.27,1456.88,14568.81,13111.93,2991.82,8975.46,4136.47,31.55,Mada,Store
T046514,2024-06-09,C00936,P0355,S020,3,897.35,134.6,2692.05,2557.45,621.52,1864.56,692.89,27.09,Card,Store
T046515,2025-05-13,C00389,P0237,S013,6,1795.87,1077.52,10775.22,9697.7,1461.59,8769.54,928.16,9.57,Card,E-commerce
T046516,2024-06-20,C04644,P0236,S002,2,2134.98,427.0,4269.96,3842.96,1438.63,2877.26,965.7,25.13,Mada,Store
T046517,2024-05-14,C04380,P0247,S004,3,263.02,0.0,789.06,789.06,173.76,521.28,267.78,33.94,Mada,Store
T046518,2024-08-13,C04172,P0436,S010,2,3660.07,366.01,7320.14,6954.13,2408.58,4817.16,2136.97,30.73,STC Pay,Store
T046519,2024-09-25,C00511,P0322,S011,1,4229.2,422.92,4229.2,3806.28,2806.9,2806.9,999.38,26.26,Cash,Store
T046520,2024-02-01,C00432,P0057,S017,3,1158.42,0.0,3475.26,3475.26,964.43,2893.29,581.97,16.75,STC Pay,E-commerce
T046521,2024-10-21,C03791,P0301,S007,1,4160.51,0.0,4160.51,4160.51,2606.8,2606.8,1553.71,37.34,Mada,E-commerce
T046522,2025-08-12,C02296,P0036,S019,2,2373.48,949.39,4746.96,3797.57,2039.14,4078.28,-280.71,-7.39,Card,Store
T046523,2024-11-14,C01261,P0330,S008,1,1505.97,0.0,1505.97,1505.97,1221.72,1221.72,284.25,18.87,Card,Store
T046524,2025-06-15,C00988,P0119,S005,3,3883.41,1747.53,11650.23,9902.7,2822.78,8468.34,1434.36,14.48,Mada,E-commerce
T046525,2025-06-11,C04147,P0015,S002,3,2951.33,0.0,8853.99,8853.99,1919.92,5759.76,3094.23,34.95,Mada,E-commerce
T046526,2024-06-06,C04501,P0159,S015,3,940.93,0.0,2822.79,2822.79,752.95,2258.85,563.94,19.98,Card,E-commerce
T046527,2024-04-14,C03179,P0117,S009,1,1367.85,0.0,1367.85,1367.85,1093.83,1093.83,274.02,20.03,Card,Store
T046528,2025-12-26,C03781,P0315,S016,2,1909.38,0.0,3818.76,3818.76,1721.3,3442.6,376.16,9.85,Mada,E-commerce
T046529,2024-12-22,C01998,P0327,S017,4,1235.66,741.4,4942.64,4201.24,1023.95,4095.8,105.44,2.51,Card,E-commerce
T046530,2025-08-08,C04147,P0352,S020,5,3231.23,2423.42,16156.15,13732.73,2896.05,14480.25,-747.52,-5.44,Mada,Store
T046531,2025-08-06,C00037,P0309,S014,5,2365.45,0.0,11827.25,11827.25,1829.77,9148.85,2678.4,22.65,Cash,E-commerce
T046532,2024-11-29,C01867,P0253,S005,4,1588.37,635.35,6353.48,5718.13,1032.83,4131.32,1586.81,27.75,STC Pay,Store
T046533,2025-12-15,C02192,P0243,S007,2,1410.52,0.0,2821.04,2821.04,957.5,1915.0,906.04,32.12,Card,E-commerce
T046534,2024-12-27,C01672,P0424,S008,2,2304.62,230.46,4609.24,4378.78,1815.61,3631.22,747.56,17.07,STC Pay,E-commerce
T046535,2024-02-18,C00833,P0240,S011,4,3074.03,614.81,12296.12,11681.31,2190.0,8760.0,2921.31,25.01,Mada,Store
T046536,2025-09-04,C04362,P0281,S004,3,2883.25,0.0,8649.75,8649.75,2040.49,6121.47,2528.28,29.23,Apple Pay,E-commerce
T046537,2025-01-10,C04290,P0222,S008,4,3340.61,1336.24,13362.44,12026.2,2585.98,10343.92,1682.28,13.99,Apple Pay,Store
T046538,2025-05-04,C04686,P0296,S019,5,2485.39,0.0,12426.95,12426.95,1791.3,8956.5,3470.45,27.93,Mada,Store
T046539,2024-05-12,C04188,P0431,S008,1,1678.47,0.0,1678.47,1678.47,1360.36,1360.36,318.11,18.95,Card,E-commerce
T046540,2024-10-25,C02911,P0047,S018,2,2881.43,0.0,5762.86,5762.86,2081.85,4163.7,1599.16,27.75,Cash,E-commerce
T046541,2025-07-12,C03568,P0331,S020,3,2240.33,0.0,6720.99,6720.99,1398.62,4195.86,2525.13,37.57,STC Pay,E-commerce
T046542,2025-11-29,C00716,P0069,S014,3,2433.55,1460.13,7300.65,5840.52,1631.09,4893.27,947.25,16.22,Mada,E-commerce
T046543,2024-07-15,C02644,P0295,S019,2,4824.4,0.0,9648.8,9648.8,2921.0,5842.0,3806.8,39.45,Mada,E-commerce
T046544,2024-01-19,C01114,P0251,S004,3,1534.67,230.2,4604.01,4373.81,970.92,2912.76,1461.05,33.4,Card,Store
T046545,2025-01-07,C04458,P0470,S004,2,3421.5,0.0,6843.0,6843.0,2230.3,4460.6,2382.4,34.82,Card,E-commerce
T046546,2024-06-02,C03391,P0137,S002,3,3751.1,562.66,11253.3,10690.64,2781.23,8343.69,2346.95,21.95,Apple Pay,Store
T046547,2024-07-12,C02389,P0363,S016,1,2802.15,0.0,2802.15,2802.15,2262.23,2262.23,539.92,19.27,STC Pay,Store
T046548,2025-02-01,C02503,P0387,S018,1,2224.83,0.0,2224.83,2224.83,1678.78,1678.78,546.05,24.54,Cash,Store
T046549,2025-03-11,C00470,P0432,S004,4,3729.56,0.0,14918.24,14918.24,2486.06,9944.24,4974.0,33.34,Mada,E-commerce
T046550,2025-08-26,C00300,P0265,S011,1,2889.22,0.0,2889.22,2889.22,1773.89,1773.89,1115.33,38.6,Apple Pay,E-commerce
T046551,2025-01-22,C02200,P0277,S010,2,1048.52,104.85,2097.04,1992.19,858.55,1717.1,275.09,13.81,Card,Store
T046552,2025-10-04,C00995,P0446,S002,2,3142.45,314.24,6284.9,5970.66,2217.55,4435.1,1535.56,25.72,Mada,Store
T046553,2024-11-30,C04311,P0388,S009,3,3249.71,0.0,9749.13,9749.13,2471.39,7414.17,2334.96,23.95,Mada,Store
T046554,2025-02-09,C01281,P0098,S005,6,3666.81,4400.17,22000.86,17600.69,2378.91,14273.46,3327.23,18.9,Card,Store
T046555,2025-01-02,C02723,P0412,S014,5,1397.92,349.48,6989.6,6640.12,853.52,4267.6,2372.52,35.73,Mada,Store
T046556,2025-05-04,C02665,P0318,S008,1,335.87,0.0,335.87,335.87,254.16,254.16,81.71,24.33,Card,E-commerce
T046557,2025-07-15,C01825,P0238,S003,4,2040.09,0.0,8160.36,8160.36,1793.33,7173.32,987.04,12.1,Card,Store
T046558,2025-03-23,C03027,P0379,S009,2,2124.33,212.43,4248.66,4036.23,1751.18,3502.36,533.87,13.23,Cash,Store
T046559,2025-05-23,C01615,P0348,S002,5,442.67,0.0,2213.35,2213.35,353.52,1767.6,445.75,20.14,Card,Store
